ballnumber,inningno,over,outcome,batter,bowler,comment
64,1,10.1,0,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, no run, Bhanuka Rajapaksa retired hurt,"
65,1,10.2,1,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, 1 run,"
66,1,10.3,1,Jitesh Sharma,Ravichandran Ashwin,"Ravichandran Ashwin to Jitesh Sharma, 1 run,"
67,1,10.4,0,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, no run,"
68,1,10.5,1,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, 1 run,"
69,1,10.6,0,Jitesh Sharma,Ravichandran Ashwin,"Ravichandran Ashwin to Jitesh Sharma, no run,"
70,1,11.1,1,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, 1 run,"
71,1,11.2,2,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, 2 runs,"
72,1,11.3,4,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, Four,"
73,1,11.4,4,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, Four,"
74,1,11.5,1,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, 1 run,"
75,1,11.6,6,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, Six,"
76,1,12.1,0,Jitesh Sharma,KM Asif,"KM Asif to Jitesh Sharma, no run,"
77,1,12.2,1,Jitesh Sharma,KM Asif,"KM Asif to Jitesh Sharma, 1 run,"
78,1,12.3,1,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, 1 run,"
79,1,12.4,1,Jitesh Sharma,KM Asif,"KM Asif to Jitesh Sharma, 1 run,"
80,1,12.5,4,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, Four,"
81,1,12.6,2wd,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, 2 wide,"
82,1,12.6,2,Jitesh Sharma,KM Asif,"KM Asif to Jitesh Sharma, 2 runs,"
83,1,13.1,1,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, 1 run,"
84,1,13.2,1,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, 1 run,"
85,1,13.3,4,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, Four,"
86,1,13.4,4,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, Four,"
87,1,13.5,2,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, 2 runs,"
88,1,13.6,4,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, Four,"
89,1,14.1,1,Jitesh Sharma,Trent Boult,"Trent Boult to Jitesh Sharma, 1 run,"
90,1,14.2,1,Shikhar Dhawan,Trent Boult,"Trent Boult to Shikhar Dhawan, 1 run,"
91,1,14.3,6,Jitesh Sharma,Trent Boult,"Trent Boult to Jitesh Sharma, Six,"
92,1,14.4,2,Jitesh Sharma,Trent Boult,"Trent Boult to Jitesh Sharma, 2 runs,"
93,1,14.5,1,Jitesh Sharma,Trent Boult,"Trent Boult to Jitesh Sharma, 1 run,"
94,1,14.6,1,Shikhar Dhawan,Trent Boult,"Trent Boult to Shikhar Dhawan, 1 run,"
95,1,15.1,0,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, no run,"
96,1,15.2,4,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, Four,"
97,1,15.3,1,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, 1 run,"
98,1,15.4,1wd,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, 1 wide,"
99,1,15.4,w,Jitesh Sharma,Yuzvendra Chahal,"Yuzvendra Chahal to Jitesh Sharma, no run,                           Wicket - c R Parag b Yuzvendra Chahal batsmen out 27(16)"
100,1,15.5,1,Sikandar Raza,Yuzvendra Chahal,"Yuzvendra Chahal to Sikandar Raza, 1 run,"
101,1,15.6,0,Shikhar Dhawan,Yuzvendra Chahal,"Yuzvendra Chahal to Shikhar Dhawan, no run,"
102,1,16.1,w,Sikandar Raza,Ravichandran Ashwin,"Ravichandran Ashwin to Sikandar Raza, no run,                           Wicket - b Ravichandran Ashwin batsmen out 1(2)"
103,1,16.2,1,Shahrukh Khan,Ravichandran Ashwin,"Ravichandran Ashwin to Shahrukh Khan, 1 run,"
104,1,16.3,1,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, 1 run,"
105,1,16.4,1,Shahrukh Khan,Ravichandran Ashwin,"Ravichandran Ashwin to Shahrukh Khan, 1 run,"
106,1,16.5,1,Shikhar Dhawan,Ravichandran Ashwin,"Ravichandran Ashwin to Shikhar Dhawan, 1 run,"
107,1,16.6,2,Shahrukh Khan,Ravichandran Ashwin,"Ravichandran Ashwin to Shahrukh Khan, 2 runs,"
108,1,17.1,1,Shikhar Dhawan,Jason Holder,"Jason Holder to Shikhar Dhawan, 1 run,"
109,1,17.2,0,Shahrukh Khan,Jason Holder,"Jason Holder to Shahrukh Khan, no run,"
110,1,17.3,1,Shahrukh Khan,Jason Holder,"Jason Holder to Shahrukh Khan, 1 run,"
111,1,17.4,0,Shikhar Dhawan,Jason Holder,"Jason Holder to Shikhar Dhawan, no run,"
112,1,17.5,6,Shikhar Dhawan,Jason Holder,"Jason Holder to Shikhar Dhawan, Six,"
113,1,17.6,1,Shikhar Dhawan,Jason Holder,"Jason Holder to Shikhar Dhawan, 1 run,"
114,1,18.1,1wd,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, 1 wide,"
115,1,18.1,6,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, Six,"
116,1,18.2,1,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, 1 run,"
117,1,18.3,2nb,Shahrukh Khan,KM Asif,"KM Asif to Shahrukh Khan, 2 no ball,"
118,1,18.3,4,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, Four,"
119,1,18.4,1,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, 1 run,"
120,1,18.5,1,Shahrukh Khan,KM Asif,"KM Asif to Shahrukh Khan, 1 run,"
121,1,18.6,0,Shikhar Dhawan,KM Asif,"KM Asif to Shikhar Dhawan, no run,"
122,1,19.1,1,Shahrukh Khan,Jason Holder,"Jason Holder to Shahrukh Khan, 1 run,"
123,1,19.2,1,Shikhar Dhawan,Jason Holder,"Jason Holder to Shikhar Dhawan, 1 run,"
124,1,19.3,4,Shahrukh Khan,Jason Holder,"Jason Holder to Shahrukh Khan, Four,"
125,1,19.4,w,Shahrukh Khan,Jason Holder,"Jason Holder to Shahrukh Khan, no run,                           Wicket - c Jos Buttler b Jason Holder batsmen out 11(10)"
126,1,19.5,0,Sam Curran,Jason Holder,"Jason Holder to Sam Curran, no run,"
127,1,19.6,1,Sam Curran,Jason Holder,"Jason Holder to Sam Curran, 1 run,"
1,2,0.1,6,Yashasvi Jaiswal,Sam Curran,"Sam Curran to Yashasvi Jaiswal, Six,"
2,2,0.2,0,Yashasvi Jaiswal,Sam Curran,"Sam Curran to Yashasvi Jaiswal, no run,"
3,2,0.3,0,Yashasvi Jaiswal,Sam Curran,"Sam Curran to Yashasvi Jaiswal, no run,"
4,2,0.4,0,Yashasvi Jaiswal,Sam Curran,"Sam Curran to Yashasvi Jaiswal, no run,"
5,2,0.5,1,Yashasvi Jaiswal,Sam Curran,"Sam Curran to Yashasvi Jaiswal, 1 run,"
6,2,0.6,0,Ravichandran Ashwin,Sam Curran,"Sam Curran to Ravichandran Ashwin, no run,"
7,2,1.1,4,Yashasvi Jaiswal,Arshdeep Singh,"Arshdeep Singh to Yashasvi Jaiswal, Four,"
8,2,1.2,1wd,Yashasvi Jaiswal,Arshdeep Singh,"Arshdeep Singh to Yashasvi Jaiswal, 1 wide,"
9,2,1.2,0,Yashasvi Jaiswal,Arshdeep Singh,"Arshdeep Singh to Yashasvi Jaiswal, no run,"
10,2,1.3,1wd,Yashasvi Jaiswal,Arshdeep Singh,"Arshdeep Singh to Yashasvi Jaiswal, 1 wide,"
11,2,1.3,w,Yashasvi Jaiswal,Arshdeep Singh,"Arshdeep Singh to Yashasvi Jaiswal, no run,                           Wicket - c (sub MW Short) b Arshdeep Singh batsmen out 11(8)"
12,2,1.4,3,Jos Buttler,Arshdeep Singh,"Arshdeep Singh to Jos Buttler, 3 runs,"
13,2,1.5,0,Ravichandran Ashwin,Arshdeep Singh,"Arshdeep Singh to Ravichandran Ashwin, no run,"
14,2,1.6,0,Ravichandran Ashwin,Arshdeep Singh,"Arshdeep Singh to Ravichandran Ashwin, no run,"
15,2,2.1,2,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, 2 runs,"
16,2,2.2,2,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, 2 runs,"
17,2,2.3,4,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, Four,"
18,2,2.4,0,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, no run,"
19,2,2.5,0,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, no run,"
20,2,2.6,1,Jos Buttler,Sam Curran,"Sam Curran to Jos Buttler, 1 run,"
21,2,3.1,1,Jos Buttler,Arshdeep Singh,"Arshdeep Singh to Jos Buttler, 1 run,"
22,2,3.2,w,Ravichandran Ashwin,Arshdeep Singh,"Arshdeep Singh to Ravichandran Ashwin, no run,                           Wicket - c Shikhar Dhawan b Arshdeep Singh batsmen out 0(4)"
23,2,3.3,0,Sanju Samson,Arshdeep Singh,"Arshdeep Singh to Sanju Samson, no run,"
24,2,3.4,6,Sanju Samson,Arshdeep Singh,"Arshdeep Singh to Sanju Samson, Six,"
25,2,3.5,1,Sanju Samson,Arshdeep Singh,"Arshdeep Singh to Sanju Samson, 1 run,"
26,2,3.6,6,Jos Buttler,Arshdeep Singh,"Arshdeep Singh to Jos Buttler, Six,"
27,2,4.1,0,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, no run,"
28,2,4.2,4,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, Four,"
29,2,4.3,4,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, Four,"
30,2,4.4,0,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, no run,"
31,2,4.5,1,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, 1 run,"
32,2,4.6,0,Jos Buttler,Harpreet Brar,"Harpreet Brar to Jos Buttler, no run,"
33,2,5.1,4,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, Four,"
34,2,5.2,4,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, Four,"
35,2,5.3,1,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, 1 run,"
36,2,5.4,w,Jos Buttler,Nathan Ellis,"Nathan Ellis to Jos Buttler, no run,                           Wicket - c &amp; b Nathan Ellis batsmen out 19(11)"
37,2,5.5,0,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, no run,"
38,2,5.6,0,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, no run,"
39,2,6.1,1,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, 1 run,"
40,2,6.2,0,Devdutt Padikkal,Harpreet Brar,"Harpreet Brar to Devdutt Padikkal, no run,"
41,2,6.3,2,Devdutt Padikkal,Harpreet Brar,"Harpreet Brar to Devdutt Padikkal, 2 runs,"
42,2,6.4,1,Devdutt Padikkal,Harpreet Brar,"Harpreet Brar to Devdutt Padikkal, 1 run,"
43,2,6.5,0,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, no run,"
44,2,6.6,2,Sanju Samson,Harpreet Brar,"Harpreet Brar to Sanju Samson, 2 runs,"
45,2,7.1,0,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, no run,"
46,2,7.2,1,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 1 run,"
47,2,7.3,4,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, Four,"
48,2,7.4,1,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, 1 run,"
49,2,7.5,0,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, no run,"
50,2,7.6,1,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 1 run,"
51,2,8.1,1,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 run,"
52,2,8.2,1,Sanju Samson,Sikandar Raza,"Sikandar Raza to Sanju Samson, 1 run,"
53,2,8.3,1wd,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 wide,"
54,2,8.3,0,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, no run,"
55,2,8.4,1,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 run,"
56,2,8.5,5wd,Sanju Samson,Sikandar Raza,"Sikandar Raza to Sanju Samson, 5 wide,"
57,2,8.5,1,Sanju Samson,Sikandar Raza,"Sikandar Raza to Sanju Samson, 1 run,"
58,2,8.6,1,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 run,"
59,2,9.1,1,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 1 run,"
60,2,9.2,2,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, 2 runs,"
61,2,9.3,1,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, 1 run,"
62,2,9.4,1,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 1 run,"
63,2,9.5,2,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, 2 runs,"
64,2,9.6,1,Sanju Samson,Rahul Chahar,"Rahul Chahar to Sanju Samson, 1 run,"
65,2,10.1,1,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, 1 run,"
66,2,10.2,0,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, no run,"
67,2,10.3,0,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, no run,"
68,2,10.4,1,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, 1 run,"
69,2,10.5,0,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, no run,"
70,2,10.6,w,Sanju Samson,Nathan Ellis,"Nathan Ellis to Sanju Samson, no run,                           Wicket - c (sub MW Short) b Nathan Ellis batsmen out 42(25)"
71,2,11.1,2,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 2 runs,"
72,2,11.2,1,Devdutt Padikkal,Rahul Chahar,"Rahul Chahar to Devdutt Padikkal, 1 run,"
73,2,11.3,0,Riyan Parag,Rahul Chahar,"Rahul Chahar to Riyan Parag, no run,"
74,2,11.4,0,Riyan Parag,Rahul Chahar,"Rahul Chahar to Riyan Parag, no run,"
75,2,11.5,6,Riyan Parag,Rahul Chahar,"Rahul Chahar to Riyan Parag, Six,"
76,2,11.6,2,Riyan Parag,Rahul Chahar,"Rahul Chahar to Riyan Parag, 2 runs,"
77,2,12.1,1,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 run,"
78,2,12.2,1,Riyan Parag,Sikandar Raza,"Sikandar Raza to Riyan Parag, 1 run,"
79,2,12.3,4,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, Four,"
80,2,12.4,1,Devdutt Padikkal,Sikandar Raza,"Sikandar Raza to Devdutt Padikkal, 1 run,"
81,2,12.5,0,Riyan Parag,Sikandar Raza,"Sikandar Raza to Riyan Parag, no run,"
82,2,12.6,6,Riyan Parag,Sikandar Raza,"Sikandar Raza to Riyan Parag, Six,"
83,2,13.1,1,Devdutt Padikkal,Arshdeep Singh,"Arshdeep Singh to Devdutt Padikkal, 1 run,"
84,2,13.2,0,Riyan Parag,Arshdeep Singh,"Arshdeep Singh to Riyan Parag, no run,"
85,2,13.3,0,Riyan Parag,Arshdeep Singh,"Arshdeep Singh to Riyan Parag, no run,"
86,2,13.4,4,Riyan Parag,Arshdeep Singh,"Arshdeep Singh to Riyan Parag, Four,"
87,2,13.5,1,Riyan Parag,Arshdeep Singh,"Arshdeep Singh to Riyan Parag, 1 run,"
88,2,13.6,0,Devdutt Padikkal,Arshdeep Singh,"Arshdeep Singh to Devdutt Padikkal, no run,"
89,2,14.1,w,Riyan Parag,Nathan Ellis,"Nathan Ellis to Riyan Parag, no run,                           Wicket - c Shahrukh Khan b Nathan Ellis batsmen out 20(12)"
90,2,14.2,0,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, no run,"
91,2,14.3,2,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, 2 runs,"
92,2,14.4,0,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, no run,"
93,2,14.5,1,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, 1 run,"
94,2,14.6,w,Devdutt Padikkal,Nathan Ellis,"Nathan Ellis to Devdutt Padikkal, no run,                           Wicket - b Nathan Ellis batsmen out 21(26)"
95,2,15.1,1,Shimron Hetmyer,Rahul Chahar,"Rahul Chahar to Shimron Hetmyer, 1 run,"
96,2,15.2,1,Dhruv Jurel,Rahul Chahar,"Rahul Chahar to Dhruv Jurel, 1 run,"
97,2,15.3,1,Shimron Hetmyer,Rahul Chahar,"Rahul Chahar to Shimron Hetmyer, 1 run,"
98,2,15.4,1,Dhruv Jurel,Rahul Chahar,"Rahul Chahar to Dhruv Jurel, 1 run,"
99,2,15.5,0,Shimron Hetmyer,Rahul Chahar,"Rahul Chahar to Shimron Hetmyer, no run,"
100,2,15.6,1,Shimron Hetmyer,Rahul Chahar,"Rahul Chahar to Shimron Hetmyer, 1 run,"
101,2,16.1,6,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, Six,"
102,2,16.2,1,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, 1 run,"
103,2,16.3,1,Dhruv Jurel,Nathan Ellis,"Nathan Ellis to Dhruv Jurel, 1 run,"
104,2,16.4,1,Shimron Hetmyer,Nathan Ellis,"Nathan Ellis to Shimron Hetmyer, 1 run,"
105,2,16.5,6,Dhruv Jurel,Nathan Ellis,"Nathan Ellis to Dhruv Jurel, Six,"
106,2,16.6,1,Dhruv Jurel,Nathan Ellis,"Nathan Ellis to Dhruv Jurel, 1 run,"
107,2,17.1,1,Dhruv Jurel,Sam Curran,"Sam Curran to Dhruv Jurel, 1 run,"
108,2,17.2,6,Shimron Hetmyer,Sam Curran,"Sam Curran to Shimron Hetmyer, Six,"
109,2,17.3,4,Shimron Hetmyer,Sam Curran,"Sam Curran to Shimron Hetmyer, Four,"
110,2,17.4,1,Shimron Hetmyer,Sam Curran,"Sam Curran to Shimron Hetmyer, 1 run,"
111,2,17.5,1,Dhruv Jurel,Sam Curran,"Sam Curran to Dhruv Jurel, 1 run,"
112,2,17.6,6,Shimron Hetmyer,Sam Curran,"Sam Curran to Shimron Hetmyer, Six,"
113,2,18.1,0,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, no run,"
114,2,18.2,1wd,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, 1 wide,"
115,2,18.2,4,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, Four,"
116,2,18.3,6,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, Six,"
117,2,18.4,4,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, Four,"
118,2,18.5,1,Dhruv Jurel,Arshdeep Singh,"Arshdeep Singh to Dhruv Jurel, 1 run,"
