ballnumber,inningno,over,outcome,batter,bowler,comment
59,1,9.4,4,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, Four,"
60,1,9.5,1,Tilak Varma,Mitchell Santner,"Mitchell Santner to Tilak Varma, 1 run,"
61,1,9.6,0,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, no run,"
62,1,10.1,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,"
63,1,10.2,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,"
64,1,10.3,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,"
65,1,10.4,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,"
66,1,10.5,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,"
67,1,10.6,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,"
68,1,11.1,1,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 run,"
69,1,11.2,0,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, no run,"
70,1,11.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,"
71,1,11.4,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 wide,"
72,1,11.4,0,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, no run,"
73,1,11.5,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 wide,"
74,1,11.5,1,rius,Dwaine Pre,"Dwaine Pretorius to Tilak Varma, 1 run,"
75,1,11.6,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,"
76,1,12.1,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,"
77,1,12.2,1,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, 1 run,"
78,1,12.3,1,Tim David,Ravindra Jadeja,"Ravindra Jadeja to Tim David, 1 run,"
79,1,12.4,0,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,"
80,1,12.5,6,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, Six,"
81,1,12.6,w,Tilak Varma,Ravindra Jadeja,"Ravindra Jadeja to Tilak Varma, no run,                           Wicket - lbw b RA Jadeja batsmen out 22(18)"
82,1,13.1,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,"
83,1,13.2,1,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, 1 run,"
84,1,13.3,0,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, no run,"
85,1,13.4,1,rius,Dwaine Pre,"Dwaine Pretorius to Tim David, 1 run,"
86,1,13.5,0,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, no run,"
87,1,13.6,0,rius,Dwaine Pre,"Dwaine Pretorius to Tristan Stubbs, no run,"
88,1,14.1,1,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 1 run,"
89,1,14.2,0,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, no run,"
90,1,14.3,1,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, 1 run,"
91,1,14.4,0,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, no run,"
92,1,14.5,1,Tim David,Mitchell Santner,"Mitchell Santner to Tim David, 1 run,"
93,1,14.6,1,Tristan Stubbs,Mitchell Santner,"Mitchell Santner to Tristan Stubbs, 1 run,"
94,1,15.1,0,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, no run,"
95,1,15.2,1,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, 1 run,"
96,1,15.3,1,Tim David,Sisanda Magala,"Sisanda Magala to Tim David, 1 run,"
97,1,15.4,1,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, 1 run,"
98,1,15.5,1,Tim David,Sisanda Magala,"Sisanda Magala to Tim David, 1 run,"
99,1,15.6,w,Tristan Stubbs,Sisanda Magala,"Sisanda Magala to Tristan Stubbs, no run,                           Wicket - c RD Gaikwad b Sisanda Magala batsmen out 5(10)"
100,1,16.1,1,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, 1 run,"
101,1,16.2,1,Hrithik Shokeen,Tushar Deshpande,"Tushar Deshpande to Hrithik Shokeen, 1 run,"
102,1,16.3,6,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Six,"
103,1,16.4,4,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Four,"
104,1,16.5,6,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, Six,"
105,1,16.6,w,Tim David,Tushar Deshpande,"Tushar Deshpande to Tim David, no run,                           Wicket - c Ajinkya Rahane b TU Deshpande batsmen out 31(22)"
106,1,17.1,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,"
107,1,17.2,1,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 run,"
108,1,17.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,"
109,1,17.4,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,"
110,1,17.5,1,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 run,"
111,1,17.6,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,"
112,1,18.1,1,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 run,"
113,1,18.2,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,"
114,1,18.3,1,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 run,"
115,1,18.4,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,"
116,1,18.5,1lb,Piyush Chawla,Sisanda Magala,"Sisanda Magala to Piyush Chawla, 1 leg bye,"
117,1,18.6,1,Hrithik Shokeen,Sisanda Magala,"Sisanda Magala to Hrithik Shokeen, 1 run,"
118,1,19.1,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,"
119,1,19.2,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,"
120,1,19.2,1b,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 bye,"
121,1,19.3,1,rius,Dwaine Pre,"Dwaine Pretorius to Piyush Chawla, 1 run,"
122,1,19.4,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,"
123,1,19.5,1wd,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,"
124,1,19.5,4,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, Four,"
125,1,19.6,0,rius,Dwaine Pre,"Dwaine Pretorius to Hrithik Shokeen, no run,"
1,2,0.1,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,"
2,2,0.2,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,"
3,2,0.3,0,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,"
4,2,0.4,w,Devon Conway,Jason Behrendorff,"Jason Behrendorff to Devon Conway, no run,                           Wicket - b JP Behrendorff batsmen out 0(4)"
5,2,0.5,2,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 2 runs,"
6,2,0.6,4lb,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 4 leg bye,"
7,2,1.1,1wd,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 wide,"
8,2,1.1,1,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 run,"
9,2,1.2,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,"
10,2,1.3,1wd,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 wide,"
11,2,1.3,0,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, no run,"
12,2,1.4,1,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 1 run,"
13,2,1.5,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,"
14,2,1.6,0,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, no run,"
15,2,2.1,2,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 2 runs,"
16,2,2.2,0,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, no run,"
17,2,2.3,6,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, Six,"
18,2,2.4,1,Ajinkya Rahane,Jason Behrendorff,"Jason Behrendorff to Ajinkya Rahane, 1 run,"
19,2,2.5,0,Ruturaj Gaikwad,Jason Behrendorff,"Jason Behrendorff to Ruturaj Gaikwad, no run,"
20,2,2.6,0,Ruturaj Gaikwad,Jason Behrendorff,"Jason Behrendorff to Ruturaj Gaikwad, no run,"
21,2,3.1,6,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Six,"
22,2,3.2,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,"
23,2,3.3,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,"
24,2,3.4,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,"
25,2,3.5,4,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, Four,"
26,2,3.6,1,Ajinkya Rahane,Arshad Khan,"Arshad Khan to Ajinkya Rahane, 1 run,"
27,2,4.1,1,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, 1 run,"
28,2,4.2,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,"
29,2,4.3,6,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, Six,"
30,2,4.4,1,Ajinkya Rahane,Cameron Green,"Cameron Green to Ajinkya Rahane, 1 run,"
31,2,4.5,1wd,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 wide,"
32,2,4.5,0,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, no run,"
33,2,4.6,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,"
34,2,5.1,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
35,2,5.2,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,"
36,2,5.3,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,"
37,2,5.4,1,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, 1 run,"
38,2,5.5,2,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,"
39,2,5.6,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
40,2,6.1,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
41,2,6.2,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
42,2,6.3,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
43,2,6.4,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
44,2,6.5,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
45,2,6.6,1,Ajinkya Rahane,Kumar Kartikeya,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
46,2,7.1,1,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, 1 run,"
47,2,7.2,2,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,"
48,2,7.3,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
49,2,7.4,4,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, Four,"
50,2,7.5,0,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, no run,"
51,2,7.6,w,Ajinkya Rahane,Piyush Chawla,"Piyush Chawla to Ajinkya Rahane, no run,                           Wicket - c SA Yadav b Piyush Chawla batsmen out 61(27)"
52,2,8.1,0,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, no run,"
53,2,8.2,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,"
54,2,8.3,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,"
55,2,8.4,2,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 2 runs,"
56,2,8.5,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,"
57,2,8.6,1,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 1 run,"
58,2,9.1,4,Shivam Dube,Piyush Chawla,"Piyush Chawla to Shivam Dube, Four,"
59,2,9.2,0,Shivam Dube,Piyush Chawla,"Piyush Chawla to Shivam Dube, no run,"
60,2,9.3,1,Shivam Dube,Piyush Chawla,"Piyush Chawla to Shivam Dube, 1 run,"
61,2,9.4,4,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, Four,"
62,2,9.5,1,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
63,2,9.6,1,Shivam Dube,Piyush Chawla,"Piyush Chawla to Shivam Dube, 1 run,"
64,2,10.1,2,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 2 runs,"
65,2,10.2,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,"
66,2,10.3,0,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, no run,"
67,2,10.4,1,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 1 run,"
68,2,10.5,1,Ruturaj Gaikwad,Cameron Green,"Cameron Green to Ruturaj Gaikwad, 1 run,"
69,2,10.6,1,Shivam Dube,Cameron Green,"Cameron Green to Shivam Dube, 1 run,"
70,2,11.1,1,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, 1 run,"
71,2,11.2,1,Ruturaj Gaikwad,Hrithik Shokeen,"Hrithik Shokeen to Ruturaj Gaikwad, 1 run,"
72,2,11.3,0,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, no run,"
73,2,11.4,4,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, Four,"
74,2,11.5,0,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, no run,"
75,2,11.6,0,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, no run,"
76,2,12.1,0,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, no run,"
77,2,12.2,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
78,2,12.3,1,Shivam Dube,Kumar Kartikeya,"Kumar Kartikeya to Shivam Dube, 1 run,"
79,2,12.4,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
80,2,12.5,0,Shivam Dube,Kumar Kartikeya,"Kumar Kartikeya to Shivam Dube, no run,"
81,2,12.6,1,Shivam Dube,Kumar Kartikeya,"Kumar Kartikeya to Shivam Dube, 1 run,"
82,2,13.1,6,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, Six,"
83,2,13.2,1,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, 1 run,"
84,2,13.3,1,Ruturaj Gaikwad,Hrithik Shokeen,"Hrithik Shokeen to Ruturaj Gaikwad, 1 run,"
85,2,13.4,1,Shivam Dube,Hrithik Shokeen,"Hrithik Shokeen to Shivam Dube, 1 run,"
86,2,13.5,4,Ruturaj Gaikwad,Hrithik Shokeen,"Hrithik Shokeen to Ruturaj Gaikwad, Four,"
87,2,13.6,0,Ruturaj Gaikwad,Hrithik Shokeen,"Hrithik Shokeen to Ruturaj Gaikwad, no run,"
88,2,14.1,0,Shivam Dube,Kumar Kartikeya,"Kumar Kartikeya to Shivam Dube, no run,"
89,2,14.2,w,Shivam Dube,Kumar Kartikeya,"Kumar Kartikeya to Shivam Dube, no run,                           Wicket - b K Kartikeya batsmen out 28(26)"
90,2,14.3,1,Ambati Rayudu,Kumar Kartikeya,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
91,2,14.4,6,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, Six,"
92,2,14.5,0,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, no run,"
93,2,14.6,2,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 2 runs,"
94,2,15.1,0,Ambati Rayudu,Piyush Chawla,"Piyush Chawla to Ambati Rayudu, no run,"
95,2,15.2,0,Ambati Rayudu,Piyush Chawla,"Piyush Chawla to Ambati Rayudu, no run,"
96,2,15.3,0,Ambati Rayudu,Piyush Chawla,"Piyush Chawla to Ambati Rayudu, no run,"
97,2,15.4,0,Ambati Rayudu,Piyush Chawla,"Piyush Chawla to Ambati Rayudu, no run,"
98,2,15.5,1,Ambati Rayudu,Piyush Chawla,"Piyush Chawla to Ambati Rayudu, 1 run,"
99,2,15.6,0,Ruturaj Gaikwad,Piyush Chawla,"Piyush Chawla to Ruturaj Gaikwad, no run,"
100,2,16.1,0,Ambati Rayudu,Kumar Kartikeya,"Kumar Kartikeya to Ambati Rayudu, no run,"
101,2,16.2,1,Ambati Rayudu,Kumar Kartikeya,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
102,2,16.3,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
103,2,16.4,1,Ambati Rayudu,Kumar Kartikeya,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
104,2,16.5,1,Ruturaj Gaikwad,Kumar Kartikeya,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
105,2,16.6,1,Ambati Rayudu,Kumar Kartikeya,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
106,2,17.1,4,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, Four,"
107,2,17.2,1wd,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, 1 wide,"
108,2,17.2,4,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, Four,"
109,2,17.3,2,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, 2 runs,"
110,2,17.4,0,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, no run,"
111,2,17.5,1,Ambati Rayudu,Jason Behrendorff,"Jason Behrendorff to Ambati Rayudu, 1 run,"
112,2,17.6,1,Ruturaj Gaikwad,Jason Behrendorff,"Jason Behrendorff to Ruturaj Gaikwad, 1 run,"
113,2,18.1,2wd,Ruturaj Gaikwad,Arshad Khan,"Arshad Khan to Ruturaj Gaikwad, 2 wide,"
114,2,18.1,4,Ambati Rayudu,Arshad Khan,"Arshad Khan to Ambati Rayudu, Four,"
