ballnumber,inningno,over,outcome,batter,bowler,comment
18,1,2.5,4,Rahmanullah Gurbaz,Mohammed Siraj,"Mohammed Siraj to Rahmanullah Gurbaz, Four,"
19,1,2.6,1wd,Rahmanullah Gurbaz,Mohammed Siraj,"Mohammed Siraj to Rahmanullah Gurbaz, 1 wide,"
20,1,2.6,0,Rahmanullah Gurbaz,Mohammed Siraj,"Mohammed Siraj to Rahmanullah Gurbaz, no run,"
21,1,3.1,0,Venkatesh Iyer,David Willey,"David Willey to Venkatesh Iyer, no run,"
22,1,3.2,w,Venkatesh Iyer,David Willey,"David Willey to Venkatesh Iyer, no run,                           Wicket - b DJ Willey batsmen out 3(7)"
23,1,3.3,w,Mandeep Singh,David Willey,"David Willey to Mandeep Singh, no run,                           Wicket - b DJ Willey batsmen out 0(1)"
24,1,3.4,0,Nitish Rana,David Willey,"David Willey to Nitish Rana, no run,"
25,1,3.5,0,Nitish Rana,David Willey,"David Willey to Nitish Rana, no run,"
26,1,3.6,0,Nitish Rana,David Willey,"David Willey to Nitish Rana, no run,"
27,1,4.1,0,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, no run,"
28,1,4.2,7nb,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, 7 no ball,"
29,1,4.2,2,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, 2 runs,"
30,1,4.3,0,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, no run,"
31,1,4.4,0,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, no run,"
32,1,4.5,4lb,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, 4 leg bye,"
33,1,4.6,1wd,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, 1 wide,"
34,1,4.6,1,Rahmanullah Gurbaz,Akash Deep,"Akash Deep to Rahmanullah Gurbaz, 1 run,"
35,1,5.1,0,Rahmanullah Gurbaz,David Willey,"David Willey to Rahmanullah Gurbaz, no run,"
36,1,5.2,0,Rahmanullah Gurbaz,David Willey,"David Willey to Rahmanullah Gurbaz, no run,"
37,1,5.3,4,Rahmanullah Gurbaz,David Willey,"David Willey to Rahmanullah Gurbaz, Four,"
38,1,5.4,1,Rahmanullah Gurbaz,David Willey,"David Willey to Rahmanullah Gurbaz, 1 run,"
39,1,5.5,1,Nitish Rana,David Willey,"David Willey to Nitish Rana, 1 run,"
40,1,5.6,0,Rahmanullah Gurbaz,David Willey,"David Willey to Rahmanullah Gurbaz, no run,"
41,1,6.1,w,Nitish Rana,Michael Bracewell,"Michael Bracewell to Nitish Rana, no run,                           Wicket - c Dinesh Karthik b Michael Bracewell batsmen out 1(5)"
42,1,6.2,0,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, no run,"
43,1,6.3,0,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, no run,"
44,1,6.4,1,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, 1 run,"
45,1,6.5,2,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, 2 runs,"
46,1,6.6,1,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, 1 run,"
47,1,7.1,0,Rahmanullah Gurbaz,Shahbaz Ahmed,"Shahbaz Ahmed to Rahmanullah Gurbaz, no run,"
48,1,7.2,1,Rahmanullah Gurbaz,Shahbaz Ahmed,"Shahbaz Ahmed to Rahmanullah Gurbaz, 1 run,"
49,1,7.3,1,Rinku Singh,Shahbaz Ahmed,"Shahbaz Ahmed to Rinku Singh, 1 run,"
50,1,7.4,0,Rahmanullah Gurbaz,Shahbaz Ahmed,"Shahbaz Ahmed to Rahmanullah Gurbaz, no run,"
51,1,7.5,4,Rahmanullah Gurbaz,Shahbaz Ahmed,"Shahbaz Ahmed to Rahmanullah Gurbaz, Four,"
52,1,7.6,0,Rahmanullah Gurbaz,Shahbaz Ahmed,"Shahbaz Ahmed to Rahmanullah Gurbaz, no run,"
53,1,8.1,1,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, 1 run,"
54,1,8.2,6,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, Six,"
55,1,8.3,1,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, 1 run,"
56,1,8.4,1,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, 1 run,"
57,1,8.5,4,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, Four,"
58,1,8.6,1,Rahmanullah Gurbaz,Michael Bracewell,"Michael Bracewell to Rahmanullah Gurbaz, 1 run,"
59,1,9.1,0,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, no run,"
60,1,9.2,6,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, Six,"
61,1,9.3,0,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, no run,"
62,1,9.4,1,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, 1 run,"
63,1,9.5,1,Rinku Singh,Karn Sharma,"Karn Sharma to Rinku Singh, 1 run,"
64,1,9.6,0,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, no run,"
65,1,10.1,0,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, no run,"
66,1,10.2,2,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, 2 runs,"
67,1,10.3,0,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, no run,"
68,1,10.4,1,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, 1 run,"
69,1,10.5,1,Rahmanullah Gurbaz,Harshal Patel,"Harshal Patel to Rahmanullah Gurbaz, 1 run,"
70,1,10.6,4,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, Four,"
71,1,11.1,2,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, 2 runs,"
72,1,11.2,w,Rahmanullah Gurbaz,Karn Sharma,"Karn Sharma to Rahmanullah Gurbaz, no run,                           Wicket - c Akash Deep b KV Sharma batsmen out 57(44)"
73,1,11.3,w,Andre Russell,Karn Sharma,"Karn Sharma to Andre Russell, no run,                           Wicket - c Virat Kohli b KV Sharma batsmen out 0(1)"
74,1,11.4,4,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, Four,"
75,1,11.5,0,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, no run,"
76,1,11.6,1,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, 1 run,"
77,1,12.1,4,Shardul Thakur,Akash Deep,"Akash Deep to Shardul Thakur, Four,"
78,1,12.2,4,Shardul Thakur,Akash Deep,"Akash Deep to Shardul Thakur, Four,"
79,1,12.3,1,Shardul Thakur,Akash Deep,"Akash Deep to Shardul Thakur, 1 run,"
80,1,12.4,1,Rinku Singh,Akash Deep,"Akash Deep to Rinku Singh, 1 run,"
81,1,12.5,1,Shardul Thakur,Akash Deep,"Akash Deep to Shardul Thakur, 1 run,"
82,1,12.6,2nb,Rinku Singh,Akash Deep,"Akash Deep to Rinku Singh, 2 no ball,"
83,1,12.6,6,Shardul Thakur,Akash Deep,"Akash Deep to Shardul Thakur, Six,"
84,1,13.1,2,Rinku Singh,Karn Sharma,"Karn Sharma to Rinku Singh, 2 runs,"
85,1,13.2,1,Rinku Singh,Karn Sharma,"Karn Sharma to Rinku Singh, 1 run,"
86,1,13.3,2,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, 2 runs,"
87,1,13.4,1,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, 1 run,"
88,1,13.5,1,Rinku Singh,Karn Sharma,"Karn Sharma to Rinku Singh, 1 run,"
89,1,13.6,4,Shardul Thakur,Karn Sharma,"Karn Sharma to Shardul Thakur, Four,"
90,1,14.1,1,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, 1 run,"
91,1,14.2,1,Shardul Thakur,Michael Bracewell,"Michael Bracewell to Shardul Thakur, 1 run,"
92,1,14.3,1,Rinku Singh,Michael Bracewell,"Michael Bracewell to Rinku Singh, 1 run,"
93,1,14.4,6,Shardul Thakur,Michael Bracewell,"Michael Bracewell to Shardul Thakur, Six,"
94,1,14.5,6,Shardul Thakur,Michael Bracewell,"Michael Bracewell to Shardul Thakur, Six,"
95,1,14.6,1,Shardul Thakur,Michael Bracewell,"Michael Bracewell to Shardul Thakur, 1 run,"
96,1,15.1,0,Shardul Thakur,David Willey,"David Willey to Shardul Thakur, no run,"
97,1,15.2,4,Shardul Thakur,David Willey,"David Willey to Shardul Thakur, Four,"
98,1,15.3,0,Shardul Thakur,David Willey,"David Willey to Shardul Thakur, no run,"
99,1,15.4,1,Shardul Thakur,David Willey,"David Willey to Shardul Thakur, 1 run,"
100,1,15.5,0,Rinku Singh,David Willey,"David Willey to Rinku Singh, no run,"
101,1,15.6,1wd,Rinku Singh,David Willey,"David Willey to Rinku Singh, 1 wide,"
102,1,15.6,1,Rinku Singh,David Willey,"David Willey to Rinku Singh, 1 run,"
103,1,16.1,1,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, 1 run,"
104,1,16.2,4,Shardul Thakur,Harshal Patel,"Harshal Patel to Shardul Thakur, Four,"
105,1,16.3,1,Shardul Thakur,Harshal Patel,"Harshal Patel to Shardul Thakur, 1 run,"
106,1,16.4,1,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, 1 run,"
107,1,16.5,4,Shardul Thakur,Harshal Patel,"Harshal Patel to Shardul Thakur, Four,"
108,1,16.6,2,Shardul Thakur,Harshal Patel,"Harshal Patel to Shardul Thakur, 2 runs,"
109,1,17.1,1lb,Rinku Singh,Mohammed Siraj,"Mohammed Siraj to Rinku Singh, 1 leg bye,"
110,1,17.2,1wd,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, 1 wide,"
111,1,17.2,4,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, Four,"
112,1,17.3,1,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, 1 run,"
113,1,17.4,0,Rinku Singh,Mohammed Siraj,"Mohammed Siraj to Rinku Singh, no run,"
114,1,17.5,7nb,Rinku Singh,Mohammed Siraj,"Mohammed Siraj to Rinku Singh, 7 no ball,"
115,1,17.5,1,Rinku Singh,Mohammed Siraj,"Mohammed Siraj to Rinku Singh, 1 run,"
116,1,17.6,0,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, no run,"
117,1,18.1,0,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, no run,"
118,1,18.2,4,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, Four,"
119,1,18.3,6,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, Six,"
120,1,18.4,1wd,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, 1 wide,"
121,1,18.4,6,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, Six,"
122,1,18.5,0,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, no run,"
123,1,18.6,w,Rinku Singh,Harshal Patel,"Harshal Patel to Rinku Singh, no run,                           Wicket - c Dinesh Karthik b HV Patel batsmen out 46(33)"
124,1,19.1,4,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, Four,"
125,1,19.2,1,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, 1 run,"
126,1,19.3,1lb,Sunil Narine,Mohammed Siraj,"Mohammed Siraj to Sunil Narine, 1 leg bye,"
127,1,19.4,w,Shardul Thakur,Mohammed Siraj,"Mohammed Siraj to Shardul Thakur, no run,                           Wicket - c GJ Maxwell b Mohammed Siraj batsmen out 68(29)"
128,1,19.5,4,Umesh Yadav,Mohammed Siraj,"Mohammed Siraj to Umesh Yadav, Four,"
129,1,19.6,2,Umesh Yadav,Mohammed Siraj,"Mohammed Siraj to Umesh Yadav, 2 runs,"
1,2,0.1,4,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, Four,"
2,2,0.2,0,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, no run,"
3,2,0.3,1,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, 1 run,"
4,2,0.4,0,Faf du Plessis,Umesh Yadav,"Umesh Yadav to Faf du Plessis, no run,"
5,2,0.5,1,Faf du Plessis,Umesh Yadav,"Umesh Yadav to Faf du Plessis, 1 run,"
6,2,0.6,4,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, Four,"
7,2,1.1,0,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, no run,"
8,2,1.2,1,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, 1 run,"
9,2,1.3,0,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, no run,"
10,2,1.4,0,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, no run,"
11,2,1.5,0,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, no run,"
12,2,1.6,1,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, 1 run,"
13,2,2.1,2,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, 2 runs,"
14,2,2.2,0,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, no run,"
15,2,2.3,0,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, no run,"
16,2,2.4,1,Virat Kohli,Umesh Yadav,"Umesh Yadav to Virat Kohli, 1 run,"
17,2,2.5,4,Faf du Plessis,Umesh Yadav,"Umesh Yadav to Faf du Plessis, Four,"
18,2,2.6,0,Faf du Plessis,Umesh Yadav,"Umesh Yadav to Faf du Plessis, no run,"
19,2,3.1,4,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, Four,"
20,2,3.2,3,Virat Kohli,Tim Southee,"Tim Southee to Virat Kohli, 3 runs,"
21,2,3.3,6,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, Six,"
22,2,3.4,4,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, Four,"
23,2,3.5,6,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, Six,"
24,2,3.6,0,Faf du Plessis,Tim Southee,"Tim Southee to Faf du Plessis, no run,"
25,2,4.1,0,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, no run,"
26,2,4.2,1,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, 1 run,"
27,2,4.3,1,Faf du Plessis,Sunil Narine,"Sunil Narine to Faf du Plessis, 1 run,"
28,2,4.4,0,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, no run,"
29,2,4.5,w,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, no run,                           Wicket - b SP Narine batsmen out 21(18)"
30,2,4.6,1,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, 1 run,"
31,2,5.1,1,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, 1 run,"
32,2,5.2,w,Faf du Plessis,Varun Chakravarthy,"Varun Chakravarthy to Faf du Plessis, no run,                           Wicket - b Varun Chakravarthy batsmen out 23(12)"
33,2,5.3,0,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,"
34,2,5.4,0,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,"
35,2,5.5,4,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, Four,"
36,2,5.6,0,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,"
37,2,6.1,1,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, 1 run,"
38,2,6.2,1,Glenn Maxwell,Sunil Narine,"Sunil Narine to Glenn Maxwell, 1 run,"
39,2,6.3,0,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, no run,"
40,2,6.4,0,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, no run,"
41,2,6.5,1,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, 1 run,"
42,2,6.6,0,Glenn Maxwell,Sunil Narine,"Sunil Narine to Glenn Maxwell, no run,"
43,2,7.1,1,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, 1 run,"
44,2,7.2,w,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,                           Wicket - b Varun Chakravarthy batsmen out 5(7)"
45,2,7.3,0,Harshal Patel,Varun Chakravarthy,"Varun Chakravarthy to Harshal Patel, no run,"
46,2,7.4,w,Harshal Patel,Varun Chakravarthy,"Varun Chakravarthy to Harshal Patel, no run,                           Wicket - b Varun Chakravarthy batsmen out 0(2)"
47,2,7.5,0,Shahbaz Ahmed,Varun Chakravarthy,"Varun Chakravarthy to Shahbaz Ahmed, no run,"
48,2,7.6,0,Shahbaz Ahmed,Varun Chakravarthy,"Varun Chakravarthy to Shahbaz Ahmed, no run,"
49,2,8.1,1,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, 1 run,"
50,2,8.2,4b,Shahbaz Ahmed,Sunil Narine,"Sunil Narine to Shahbaz Ahmed, 4 bye,"
51,2,8.3,1,Shahbaz Ahmed,Sunil Narine,"Sunil Narine to Shahbaz Ahmed, 1 run,"
52,2,8.4,1,Michael Bracewell,Sunil Narine,"Sunil Narine to Michael Bracewell, 1 run,"
53,2,8.5,w,Shahbaz Ahmed,Sunil Narine,"Sunil Narine to Shahbaz Ahmed, no run,                           Wicket - c Shardul Thakur b SP Narine batsmen out 1(5)"
54,2,8.6,0,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, no run,"
55,2,9.1,1lb,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, 1 leg bye,"
56,2,9.2,1,Dinesh Karthik,Varun Chakravarthy,"Varun Chakravarthy to Dinesh Karthik, 1 run,"
57,2,9.3,4,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, Four,"
58,2,9.4,0,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, no run,"
59,2,9.5,1,Michael Bracewell,Varun Chakravarthy,"Varun Chakravarthy to Michael Bracewell, 1 run,"
60,2,9.6,1,Dinesh Karthik,Varun Chakravarthy,"Varun Chakravarthy to Dinesh Karthik, 1 run,"
61,2,10.1,1,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,"
62,2,10.2,0,Michael Bracewell,Suyash Sharma,"Suyash Sharma to Michael Bracewell, no run,"
63,2,10.3,6,Michael Bracewell,Suyash Sharma,"Suyash Sharma to Michael Bracewell, Six,"
64,2,10.4,1,Michael Bracewell,Suyash Sharma,"Suyash Sharma to Michael Bracewell, 1 run,"
65,2,10.5,1,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,"
66,2,10.6,0,Michael Bracewell,Suyash Sharma,"Suyash Sharma to Michael Bracewell, no run,"
67,2,11.1,4,Dinesh Karthik,Shardul Thakur,"Shardul Thakur to Dinesh Karthik, Four,"
68,2,11.2,1,Dinesh Karthik,Shardul Thakur,"Shardul Thakur to Dinesh Karthik, 1 run,"
69,2,11.3,w,Michael Bracewell,Shardul Thakur,"Shardul Thakur to Michael Bracewell, no run,                           Wicket - c N Rana b Shardul Thakur batsmen out 19(18)"
70,2,11.4,0,Anuj Rawat,Shardul Thakur,"Shardul Thakur to Anuj Rawat, no run,"
71,2,11.5,0,Anuj Rawat,Shardul Thakur,"Shardul Thakur to Anuj Rawat, no run,"
72,2,11.6,1,Anuj Rawat,Shardul Thakur,"Shardul Thakur to Anuj Rawat, 1 run,"
73,2,12.1,0,Anuj Rawat,Suyash Sharma,"Suyash Sharma to Anuj Rawat, no run,"
74,2,12.2,w,Anuj Rawat,Suyash Sharma,"Suyash Sharma to Anuj Rawat, no run,                           Wicket - c SP Narine b Suyash Sharma batsmen out 1(5)"
75,2,12.3,0,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, no run,"
76,2,12.4,1,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, 1 run,"
77,2,12.5,1wd,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 wide,"
78,2,12.5,w,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, no run,                           Wicket - c Varun Chakravarthy b Suyash Sharma batsmen out 9(8)"
79,2,12.6,0,Karn Sharma,Suyash Sharma,"Suyash Sharma to Karn Sharma, no run,"
80,2,13.1,1,David Willey,Shardul Thakur,"Shardul Thakur to David Willey, 1 run,"
81,2,13.2,1,Karn Sharma,Shardul Thakur,"Shardul Thakur to Karn Sharma, 1 run,"
82,2,13.3,4,David Willey,Shardul Thakur,"Shardul Thakur to David Willey, Four,"
83,2,13.4,2,David Willey,Shardul Thakur,"Shardul Thakur to David Willey, 2 runs,"
84,2,13.5,0,David Willey,Shardul Thakur,"Shardul Thakur to David Willey, no run,"
85,2,13.6,1,David Willey,Shardul Thakur,"Shardul Thakur to David Willey, 1 run,"
86,2,14.1,0,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, no run,"
87,2,14.2,1,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, 1 run,"
88,2,14.3,w,Karn Sharma,Suyash Sharma,"Suyash Sharma to Karn Sharma, no run,                           Wicket - c N Rana b Suyash Sharma batsmen out 1(3)"
89,2,14.4,1,Akash Deep,Suyash Sharma,"Suyash Sharma to Akash Deep, 1 run,"
90,2,14.5,1,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, 1 run,"
91,2,14.6,4,Akash Deep,Suyash Sharma,"Suyash Sharma to Akash Deep, Four,"
92,2,15.1,2,David Willey,Sunil Narine,"Sunil Narine to David Willey, 2 runs,"
93,2,15.2,0,David Willey,Sunil Narine,"Sunil Narine to David Willey, no run,"
94,2,15.3,0,David Willey,Sunil Narine,"Sunil Narine to David Willey, no run,"
95,2,15.4,0,David Willey,Sunil Narine,"Sunil Narine to David Willey, no run,"
96,2,15.5,1,David Willey,Sunil Narine,"Sunil Narine to David Willey, 1 run,"
97,2,15.6,4,Akash Deep,Sunil Narine,"Sunil Narine to Akash Deep, Four,"
98,2,16.1,0,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, no run,"
99,2,16.2,4,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, Four,"
100,2,16.3,1,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, 1 run,"
101,2,16.4,6,Akash Deep,Suyash Sharma,"Suyash Sharma to Akash Deep, Six,"
102,2,16.5,1,Akash Deep,Suyash Sharma,"Suyash Sharma to Akash Deep, 1 run,"
103,2,16.6,0,David Willey,Suyash Sharma,"Suyash Sharma to David Willey, no run,"
104,2,17.1,1,Akash Deep,Varun Chakravarthy,"Varun Chakravarthy to Akash Deep, 1 run,"
105,2,17.2,1,David Willey,Varun Chakravarthy,"Varun Chakravarthy to David Willey, 1 run,"
106,2,17.3,0,Akash Deep,Varun Chakravarthy,"Varun Chakravarthy to Akash Deep, no run,"
107,2,17.4,w,Akash Deep,Varun Chakravarthy,"Varun Chakravarthy to Akash Deep, no run,                           Wicket - c &amp; b Varun Chakravarthy batsmen out 17(8)"
