ballnumber,inningno,over,outcome,batter,bowler,comment
1,1,0.1,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,"
2,1,0.2,1lb,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, 1 leg bye,"
3,1,0.3,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,"
4,1,0.4,1,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 run,"
5,1,0.5,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,"
6,1,0.6,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,"
7,1,1.1,4,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Four,"
8,1,1.2,0,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, no run,"
9,1,1.3,4,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, Four,"
10,1,1.4,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
11,1,1.5,1,Devon Conway,Hardik Pandya,"Hardik Pandya to Devon Conway, 1 run,"
12,1,1.6,1,Ruturaj Gaikwad,Hardik Pandya,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
13,1,2.1,1,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 run,"
14,1,2.2,w,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,                           Wicket - b M Shami batsmen out 1(6)"
15,1,2.3,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,"
16,1,2.4,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,"
17,1,2.5,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,"
18,1,2.6,0,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, no run,"
19,1,3.1,6,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Six,"
20,1,3.2,4,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, Four,"
21,1,3.3,1,Ruturaj Gaikwad,Josh Little,"Josh Little to Ruturaj Gaikwad, 1 run,"
22,1,3.4,0,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, no run,"
23,1,3.5,4,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, Four,"
24,1,3.6,0,Moeen Ali,Josh Little,"Josh Little to Moeen Ali, no run,"
