ballnumber,inningno,over,outcome,batter,bowler,comment
22,1,3.2,w,Shikhar Dhawan,Josh Little,"Josh Little to Shikhar Dhawan, no run,                           Wicket - c Alzarri Joseph b Josh Little batsmen out 8(8)"
23,1,3.3,1,Bhanuka Rajapaksa,Josh Little,"Josh Little to Bhanuka Rajapaksa, 1 run,"
24,1,3.4,0,Matthew Short,Josh Little,"Josh Little to Matthew Short, no run,"
25,1,3.5,0,Matthew Short,Josh Little,"Josh Little to Matthew Short, no run,"
26,1,3.6,1lb,Matthew Short,Josh Little,"Josh Little to Matthew Short, 1 leg bye,"
27,1,4.1,0,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, no run,"
28,1,4.2,1wd,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, 1 wide,"
29,1,4.2,0,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, no run,"
30,1,4.3,4,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, Four,"
31,1,4.4,0,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, no run,"
32,1,4.5,0,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, no run,"
33,1,4.6,1wd,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, 1 wide,"
34,1,4.6,6,Matthew Short,Alzarri Joseph,"Alzarri Joseph to Matthew Short, Six,"
35,1,5.1,0,Bhanuka Rajapaksa,Josh Little,"Josh Little to Bhanuka Rajapaksa, no run,"
36,1,5.2,1wd,Bhanuka Rajapaksa,Josh Little,"Josh Little to Bhanuka Rajapaksa, 1 wide,"
37,1,5.2,1,Bhanuka Rajapaksa,Josh Little,"Josh Little to Bhanuka Rajapaksa, 1 run,"
38,1,5.3,2,Matthew Short,Josh Little,"Josh Little to Matthew Short, 2 runs,"
39,1,5.4,4,Matthew Short,Josh Little,"Josh Little to Matthew Short, Four,"
40,1,5.5,1,Matthew Short,Josh Little,"Josh Little to Matthew Short, 1 run,"
41,1,5.6,1,Bhanuka Rajapaksa,Josh Little,"Josh Little to Bhanuka Rajapaksa, 1 run,"
42,1,6.1,1,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, 1 run,"
43,1,6.2,1,Matthew Short,Rashid Khan,"Rashid Khan to Matthew Short, 1 run,"
44,1,6.3,1,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, 1 run,"
45,1,6.4,w,Matthew Short,Rashid Khan,"Rashid Khan to Matthew Short, no run,                           Wicket - b Rashid Khan batsmen out 36(24)"
46,1,6.5,0,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, no run,"
47,1,6.6,4,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, Four,"
48,1,7.1,1,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 run,"
49,1,7.2,0,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, no run,"
50,1,7.3,1,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, 1 run,"
51,1,7.4,1,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 run,"
52,1,7.5,0,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, no run,"
53,1,7.6,1,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, 1 run,"
54,1,8.1,4,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, Four,"
55,1,8.2,0,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, no run,"
56,1,8.3,0,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, no run,"
57,1,8.4,4,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, Four,"
58,1,8.5,0,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, no run,"
59,1,8.6,0,Jitesh Sharma,Rashid Khan,"Rashid Khan to Jitesh Sharma, no run,"
60,1,9.1,1,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 run,"
61,1,9.2,0,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, no run,"
62,1,9.3,1,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, 1 run,"
63,1,9.4,1wd,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 wide,"
64,1,9.4,1,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 run,"
65,1,9.5,0,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, no run,"
66,1,9.6,0,Jitesh Sharma,Alzarri Joseph,"Alzarri Joseph to Jitesh Sharma, no run,"
67,1,10.1,0,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, no run,"
68,1,10.2,1,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, 1 run,"
69,1,10.3,1,Jitesh Sharma,Mohit Sharma,"Mohit Sharma to Jitesh Sharma, 1 run,"
70,1,10.4,0,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, no run,"
71,1,10.5,4,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, Four,"
72,1,10.6,0,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, no run,"
73,1,11.1,4,Jitesh Sharma,Mohammed Shami,"Mohammed Shami to Jitesh Sharma, Four,"
74,1,11.2,1,Jitesh Sharma,Mohammed Shami,"Mohammed Shami to Jitesh Sharma, 1 run,"
75,1,11.3,1,Bhanuka Rajapaksa,Mohammed Shami,"Mohammed Shami to Bhanuka Rajapaksa, 1 run,"
76,1,11.4,4,Jitesh Sharma,Mohammed Shami,"Mohammed Shami to Jitesh Sharma, Four,"
77,1,11.5,0,Jitesh Sharma,Mohammed Shami,"Mohammed Shami to Jitesh Sharma, no run,"
78,1,11.6,0,Jitesh Sharma,Mohammed Shami,"Mohammed Shami to Jitesh Sharma, no run,"
79,1,12.1,1,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, 1 run,"
80,1,12.2,w,Jitesh Sharma,Mohit Sharma,"Mohit Sharma to Jitesh Sharma, no run,                           Wicket - c Wriddhiman Saha b MM Sharma batsmen out 25(23)"
81,1,12.3,1,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, 1 run,"
82,1,12.4,1,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, 1 run,"
83,1,12.5,0,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,"
84,1,12.6,0,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,"
85,1,13.1,1lb,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, 1 leg bye,"
86,1,13.2,0,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, no run,"
87,1,13.3,1,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, 1 run,"
88,1,13.4,0,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, no run,"
89,1,13.5,0,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, no run,"
90,1,13.6,0,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, no run,"
91,1,14.1,0,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,"
92,1,14.2,1,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, 1 run,"
93,1,14.3,1,Bhanuka Rajapaksa,Mohit Sharma,"Mohit Sharma to Bhanuka Rajapaksa, 1 run,"
94,1,14.4,0,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,"
95,1,14.5,0,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,"
96,1,14.6,1,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, 1 run,"
97,1,15.1,0,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, no run,"
98,1,15.2,2,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, 2 runs,"
99,1,15.3,6,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, Six,"
100,1,15.4,0,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, no run,"
101,1,15.5,1,Sam Curran,Rashid Khan,"Rashid Khan to Sam Curran, 1 run,"
102,1,15.6,1,Bhanuka Rajapaksa,Rashid Khan,"Rashid Khan to Bhanuka Rajapaksa, 1 run,"
103,1,16.1,1,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, 1 run,"
104,1,16.2,1wd,Sam Curran,Alzarri Joseph,"Alzarri Joseph to Sam Curran, 1 wide,"
105,1,16.2,2,Sam Curran,Alzarri Joseph,"Alzarri Joseph to Sam Curran, 2 runs,"
106,1,16.3,0,Sam Curran,Alzarri Joseph,"Alzarri Joseph to Sam Curran, no run,"
107,1,16.4,1wd,Sam Curran,Alzarri Joseph,"Alzarri Joseph to Sam Curran, 1 wide,"
108,1,16.4,1,Sam Curran,Alzarri Joseph,"Alzarri Joseph to Sam Curran, 1 run,"
109,1,16.5,w,Bhanuka Rajapaksa,Alzarri Joseph,"Alzarri Joseph to Bhanuka Rajapaksa, no run,                           Wicket - c Shubman Gill b Alzarri Joseph batsmen out 20(26)"
110,1,16.6,6,Shahrukh Khan,Alzarri Joseph,"Alzarri Joseph to Shahrukh Khan, Six,"
111,1,17.1,1,Sam Curran,Mohammed Shami,"Mohammed Shami to Sam Curran, 1 run,"
112,1,17.2,2,Shahrukh Khan,Mohammed Shami,"Mohammed Shami to Shahrukh Khan, 2 runs,"
113,1,17.3,1,Shahrukh Khan,Mohammed Shami,"Mohammed Shami to Shahrukh Khan, 1 run,"
114,1,17.4,4,Sam Curran,Mohammed Shami,"Mohammed Shami to Sam Curran, Four,"
115,1,17.5,1,Sam Curran,Mohammed Shami,"Mohammed Shami to Sam Curran, 1 run,"
116,1,17.6,6,Shahrukh Khan,Mohammed Shami,"Mohammed Shami to Shahrukh Khan, Six,"
117,1,18.1,w,Sam Curran,Mohit Sharma,"Mohit Sharma to Sam Curran, no run,                           Wicket - c Shubman Gill b MM Sharma batsmen out 22(22)"
118,1,18.2,0,Harpreet Brar,Mohit Sharma,"Mohit Sharma to Harpreet Brar, no run,"
119,1,18.3,1,Harpreet Brar,Mohit Sharma,"Mohit Sharma to Harpreet Brar, 1 run,"
120,1,18.4,0,Shahrukh Khan,Mohit Sharma,"Mohit Sharma to Shahrukh Khan, no run,"
121,1,18.5,4,Shahrukh Khan,Mohit Sharma,"Mohit Sharma to Shahrukh Khan, Four,"
122,1,18.6,1,Shahrukh Khan,Mohit Sharma,"Mohit Sharma to Shahrukh Khan, 1 run,"
123,1,19.1,1,Shahrukh Khan,Josh Little,"Josh Little to Shahrukh Khan, 1 run,"
124,1,19.2,6,Harpreet Brar,Josh Little,"Josh Little to Harpreet Brar, Six,"
125,1,19.3,1,Harpreet Brar,Josh Little,"Josh Little to Harpreet Brar, 1 run,"
126,1,19.4,1wd,Shahrukh Khan,Josh Little,"Josh Little to Shahrukh Khan, 1 wide,"
127,1,19.4,w,Shahrukh Khan,Josh Little,"Josh Little to Shahrukh Khan, 1 run,                           Wicket - runout (Wriddhiman Saha / David Miller) batsmen out 22(9)"
128,1,19.5,1,Rishi Dhawan,Josh Little,"Josh Little to Rishi Dhawan, 1 run,"
129,1,19.6,w,Harpreet Brar,Josh Little,"Josh Little to Harpreet Brar, no run,                           Wicket - runout (Wriddhiman Saha) batsmen out 1(1)"
1,2,0.1,1,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, 1 run,"
2,2,0.2,4,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, Four,"
3,2,0.3,1,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, 1 run,"
4,2,0.4,1,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, 1 run,"
5,2,0.5,0,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, no run,"
6,2,0.6,0,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, no run,"
7,2,1.1,0,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, no run,"
8,2,1.2,4,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, Four,"
9,2,1.3,0,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, no run,"
10,2,1.4,1lb,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, 1 leg bye,"
11,2,1.5,2,Shubman Gill,Kagiso Rabada,"Kagiso Rabada to Shubman Gill, 2 runs,"
12,2,1.6,4,Shubman Gill,Kagiso Rabada,"Kagiso Rabada to Shubman Gill, Four,"
13,2,2.1,4,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, Four,"
14,2,2.2,4,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, Four,"
15,2,2.3,2,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, 2 runs,"
16,2,2.4,4,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, Four,"
17,2,2.5,4,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, Four,"
18,2,2.6,0,Wriddhiman Saha,Arshdeep Singh,"Arshdeep Singh to Wriddhiman Saha, no run,"
19,2,3.1,4,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, Four,"
20,2,3.2,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
21,2,3.3,0,Wriddhiman Saha,Harpreet Brar,"Harpreet Brar to Wriddhiman Saha, no run,"
22,2,3.4,1,Wriddhiman Saha,Harpreet Brar,"Harpreet Brar to Wriddhiman Saha, 1 run,"
23,2,3.5,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
24,2,3.6,1,Wriddhiman Saha,Harpreet Brar,"Harpreet Brar to Wriddhiman Saha, 1 run,"
25,2,4.1,0,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, no run,"
26,2,4.2,2,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, 2 runs,"
27,2,4.3,2,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, 2 runs,"
28,2,4.4,w,Wriddhiman Saha,Kagiso Rabada,"Kagiso Rabada to Wriddhiman Saha, no run,                           Wicket - c MW Short b Kagiso Rabada batsmen out 30(19)"
29,2,4.5,0,Sai Sudharsan,Kagiso Rabada,"Kagiso Rabada to Sai Sudharsan, no run,"
30,2,4.6,4,Sai Sudharsan,Kagiso Rabada,"Kagiso Rabada to Sai Sudharsan, Four,"
31,2,5.1,2,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 2 runs,"
32,2,5.2,0,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, no run,"
33,2,5.3,0,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, no run,"
34,2,5.4,1,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 1 run,"
35,2,5.5,0,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, no run,"
36,2,5.6,1,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, 1 run,"
37,2,6.1,1,Sai Sudharsan,Rahul Chahar,"Rahul Chahar to Sai Sudharsan, 1 run,"
38,2,6.2,1,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, 1 run,"
39,2,6.3,1,Sai Sudharsan,Rahul Chahar,"Rahul Chahar to Sai Sudharsan, 1 run,"
40,2,6.4,0,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, no run,"
41,2,6.5,1,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, 1 run,"
42,2,6.6,1,Sai Sudharsan,Rahul Chahar,"Rahul Chahar to Sai Sudharsan, 1 run,"
43,2,7.1,0,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, no run,"
44,2,7.2,2,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, 2 runs,"
45,2,7.3,0,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, no run,"
46,2,7.4,1,Sai Sudharsan,Sam Curran,"Sam Curran to Sai Sudharsan, 1 run,"
47,2,7.5,2,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 2 runs,"
48,2,7.6,1,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 1 run,"
49,2,8.1,4,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, Four,"
50,2,8.2,1,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, 1 run,"
51,2,8.3,1,Sai Sudharsan,Rahul Chahar,"Rahul Chahar to Sai Sudharsan, 1 run,"
52,2,8.4,4,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, Four,"
53,2,8.5,1,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, 1 run,"
54,2,8.6,0,Sai Sudharsan,Rahul Chahar,"Rahul Chahar to Sai Sudharsan, no run,"
55,2,9.1,0,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, no run,"
56,2,9.2,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
57,2,9.3,0,Sai Sudharsan,Harpreet Brar,"Harpreet Brar to Sai Sudharsan, no run,"
58,2,9.4,1,Sai Sudharsan,Harpreet Brar,"Harpreet Brar to Sai Sudharsan, 1 run,"
59,2,9.5,0,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, no run,"
60,2,9.6,0,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, no run,"
61,2,10.1,1,Sai Sudharsan,Matthew Short,"Matthew Short to Sai Sudharsan, 1 run,"
62,2,10.2,1,Shubman Gill,Matthew Short,"Matthew Short to Shubman Gill, 1 run,"
63,2,10.3,4,Sai Sudharsan,Matthew Short,"Matthew Short to Sai Sudharsan, Four,"
64,2,10.4,0,Sai Sudharsan,Matthew Short,"Matthew Short to Sai Sudharsan, no run,"
65,2,10.5,1,Sai Sudharsan,Matthew Short,"Matthew Short to Sai Sudharsan, 1 run,"
66,2,10.6,1,Shubman Gill,Matthew Short,"Matthew Short to Shubman Gill, 1 run,"
67,2,11.1,1,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, 1 run,"
68,2,11.2,w,Sai Sudharsan,Arshdeep Singh,"Arshdeep Singh to Sai Sudharsan, no run,                           Wicket - c P Simran Singh b Arshdeep Singh batsmen out 19(20)"
69,2,11.3,0,Hardik Pandya,Arshdeep Singh,"Arshdeep Singh to Hardik Pandya, no run,"
70,2,11.4,1,Hardik Pandya,Arshdeep Singh,"Arshdeep Singh to Hardik Pandya, 1 run,"
71,2,11.5,1,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, 1 run,"
72,2,11.6,0,Hardik Pandya,Arshdeep Singh,"Arshdeep Singh to Hardik Pandya, no run,"
73,2,12.1,0,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, no run,"
74,2,12.2,0,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, no run,"
75,2,12.3,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
76,2,12.4,1,Hardik Pandya,Harpreet Brar,"Harpreet Brar to Hardik Pandya, 1 run,"
77,2,12.5,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
78,2,12.6,1,Hardik Pandya,Harpreet Brar,"Harpreet Brar to Hardik Pandya, 1 run,"
79,2,13.1,1,Hardik Pandya,Kagiso Rabada,"Kagiso Rabada to Hardik Pandya, 1 run,"
80,2,13.2,1,Shubman Gill,Kagiso Rabada,"Kagiso Rabada to Shubman Gill, 1 run,"
81,2,13.3,0,Hardik Pandya,Kagiso Rabada,"Kagiso Rabada to Hardik Pandya, no run,"
82,2,13.4,0,Hardik Pandya,Kagiso Rabada,"Kagiso Rabada to Hardik Pandya, no run,"
83,2,13.5,4lb,Hardik Pandya,Kagiso Rabada,"Kagiso Rabada to Hardik Pandya, 4 leg bye,"
84,2,13.6,4,Hardik Pandya,Kagiso Rabada,"Kagiso Rabada to Hardik Pandya, Four,"
85,2,14.1,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
86,2,14.2,w,Hardik Pandya,Harpreet Brar,"Harpreet Brar to Hardik Pandya, no run,                           Wicket - c Sam Curran b Harpreet Brar batsmen out 8(11)"
87,2,14.3,1,David Miller,Harpreet Brar,"Harpreet Brar to David Miller, 1 run,"
88,2,14.4,1,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 1 run,"
89,2,14.5,1,David Miller,Harpreet Brar,"Harpreet Brar to David Miller, 1 run,"
90,2,14.6,2,Shubman Gill,Harpreet Brar,"Harpreet Brar to Shubman Gill, 2 runs,"
91,2,15.1,2,David Miller,Rahul Chahar,"Rahul Chahar to David Miller, 2 runs,"
92,2,15.2,1,David Miller,Rahul Chahar,"Rahul Chahar to David Miller, 1 run,"
93,2,15.3,0,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, no run,"
94,2,15.4,4,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, Four,"
95,2,15.5,1,Shubman Gill,Rahul Chahar,"Rahul Chahar to Shubman Gill, 1 run,"
96,2,15.6,1lb,David Miller,Rahul Chahar,"Rahul Chahar to David Miller, 1 leg bye,"
97,2,16.1,1lb,David Miller,Sam Curran,"Sam Curran to David Miller, 1 leg bye,"
98,2,16.2,1,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 1 run,"
99,2,16.3,1,David Miller,Sam Curran,"Sam Curran to David Miller, 1 run,"
100,2,16.4,4,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, Four,"
101,2,16.5,1,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, 1 run,"
102,2,16.6,1,David Miller,Sam Curran,"Sam Curran to David Miller, 1 run,"
103,2,17.1,0,David Miller,Kagiso Rabada,"Kagiso Rabada to David Miller, no run,"
104,2,17.2,1,David Miller,Kagiso Rabada,"Kagiso Rabada to David Miller, 1 run,"
105,2,17.3,6,Shubman Gill,Kagiso Rabada,"Kagiso Rabada to Shubman Gill, Six,"
106,2,17.4,1,Shubman Gill,Kagiso Rabada,"Kagiso Rabada to Shubman Gill, 1 run,"
107,2,17.5,0,David Miller,Kagiso Rabada,"Kagiso Rabada to David Miller, no run,"
108,2,17.6,4,David Miller,Kagiso Rabada,"Kagiso Rabada to David Miller, Four,"
109,2,18.1,1,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, 1 run,"
110,2,18.2,2,David Miller,Arshdeep Singh,"Arshdeep Singh to David Miller, 2 runs,"
111,2,18.3,0,David Miller,Arshdeep Singh,"Arshdeep Singh to David Miller, no run,"
112,2,18.4,1,David Miller,Arshdeep Singh,"Arshdeep Singh to David Miller, 1 run,"
113,2,18.5,1,Shubman Gill,Arshdeep Singh,"Arshdeep Singh to Shubman Gill, 1 run,"
114,2,18.6,1lb,David Miller,Arshdeep Singh,"Arshdeep Singh to David Miller, 1 leg bye,"
115,2,19.1,1,David Miller,Sam Curran,"Sam Curran to David Miller, 1 run,"
116,2,19.2,w,Shubman Gill,Sam Curran,"Sam Curran to Shubman Gill, no run,                           Wicket - b Sam Curran batsmen out 67(49)"
117,2,19.3,1,Rahul Tewatia,Sam Curran,"Sam Curran to Rahul Tewatia, 1 run,"
118,2,19.4,1,David Miller,Sam Curran,"Sam Curran to David Miller, 1 run,"
119,2,19.5,4,Rahul Tewatia,Sam Curran,"Sam Curran to Rahul Tewatia, Four,"
